,Titles,NER
842,louis vuitton neverfull mm lovelock monogram m44364 tote bag brown multi-color,"(0, 13, 'Brand'),(14, 26, 'Model'),(27, 35, 'Closure'),(36, 44, 'Pattern'),(45, 51, 'MPN'),(52, 56, 'Type'),(57, 60, 'Type'),(61, 66, 'Color'),(67, 78, 'Color')"
851,coach signature stripe pvc satchel crossbody . f24362 khaki / mulberry nwt,"(0, 5, 'Brand'),(6, 15, 'Pattern'),(16, 22, 'Pattern'),(23, 26, 'Material'),(27, 34, 'Type'),(35, 44, 'Type'),(45, 46, 'No Tag'),(47, 53, 'MPN'),(54, 59, 'Color'),(60, 61, 'No Tag'),(62, 70, 'Brand'),(71, 74, 'No Tag')"
863,anello japan small 2way shoulder bag carry case navy at-h0851,"(0, 6, 'Brand'),(7, 12, 'Country/Region of Manufacture'),(13, 18, 'Size'),(19, 23, 'Features'),(24, 32, 'Type'),(33, 36, 'Type'),(37, 47, 'Type'),(48, 52, 'Color'),(53, 61, 'MPN')"
872,nwt furla avio scuro / dark blue leather m milano tote bag $ 478 - made in italy,"(0, 3, 'No Tag'),(4, 9, 'Brand'),(10, 20, 'Model'),(21, 22, 'No Tag'),(23, 27, 'Color'),(28, 32, 'Color'),(33, 40, 'Material'),(41, 42, 'Size'),(43, 49, 'Country/Region of Manufacture'),(50, 54, 'Type'),(55, 58, 'Type'),(59, 60, 'No Tag'),(61, 64, 'No Tag'),(65, 66, 'No Tag'),(67, 71, 'No Tag'),(72, 74, 'No Tag'),(75, 80, 'Country/Region of Manufacture')"
889,women mobile cell phone bag cross body shoulder bag long clutch wallet black us,"(0, 5, 'Department'),(6, 12, 'Obscure'),(13, 23, 'Type'),(24, 27, 'Type'),(28, 38, 'Type'),(39, 47, 'Type'),(24, 27, 'Type'),(52, 56, 'Obscure'),(57, 63, 'Type'),(64, 70, 'Type'),(71, 76, 'Color'),(77, 79, 'Obscure')"
901,auth louis vuitton multicolor speedy 30 boston bag m92642 noir black / 059116,"(0, 4, 'No Tag'),(5, 18, 'Brand'),(19, 29, 'Color'),(30, 39, 'Model'),(40, 46, 'Type'),(47, 50, 'Type'),(51, 57, 'MPN'),(58, 62, 'Color'),(63, 68, 'Color'),(69, 70, 'No Tag'),(71, 77, 'No Tag')"
912,chanel vintage square classic single flap bag quilted lambskin mini,"(0, 6, 'Brand'),(7, 14, 'No Tag'),(15, 21, 'Type'),(22, 29, 'Model'),(30, 41, 'Type'),(42, 45, 'Type'),(46, 53, 'Features'),(54, 62, 'Material'),(63, 67, 'Size')"
921,new radley london abbotsford open top leather grab bag leather black gold,"(0, 3, 'No Tag'),(4, 17, 'Brand'),(18, 28, 'Model'),(29, 33, 'Closure'),(34, 37, 'No Tag'),(38, 45, 'Material'),(46, 50, 'No Tag'),(51, 54, 'Type'),(38, 45, 'Material'),(63, 68, 'Color'),(69, 73, 'Color')"
932,goyard - pink monte carlo mm - rare - miami exclusive - crossbody bag - clutch,"(0, 6, 'Brand'),(7, 8, 'No Tag'),(9, 13, 'Color'),(14, 28, 'Model'),(7, 8, 'No Tag'),(31, 35, 'No Tag'),(7, 8, 'No Tag'),(38, 43, 'No Tag'),(44, 53, 'No Tag'),(7, 8, 'No Tag'),(56, 65, 'Type'),(66, 69, 'Type'),(7, 8, 'No Tag'),(72, 78, 'Type')"
946,bottega veneta rare navy blue velvet butterfly pouch clutch pochette bag w / box,"(0, 14, 'Brand'),(15, 19, 'No Tag'),(20, 24, 'Color'),(25, 29, 'Color'),(30, 36, 'Material'),(37, 46, 'Pattern'),(47, 52, 'Type'),(53, 59, 'Type'),(60, 68, 'Product Line'),(69, 72, 'Type'),(73, 74, 'No Tag'),(75, 76, 'No Tag'),(77, 80, 'No Tag')"
959,nwt ! michael kors devon large calf leather satchel / shoulder tote in steel blue,"(0, 3, 'No Tag'),(4, 5, 'No Tag'),(6, 18, 'Brand'),(19, 24, 'Model'),(25, 30, 'Size'),(31, 43, 'Material'),(44, 51, 'Type'),(52, 53, 'No Tag'),(54, 62, 'Type'),(63, 67, 'Type'),(68, 70, 'No Tag'),(71, 76, 'Color'),(77, 81, 'Color')"
972,"louis vuitton nomade camel document case japan 20th anniversary1998 6j250060n ""","(0, 5, 'Brand'),(6, 13, 'Obscure'),(14, 20, 'Obscure'),(21, 26, 'Obscure'),(27, 35, 'Obscure'),(36, 40, 'Obscure'),(41, 46, 'Obscure'),(47, 51, 'Obscure'),(52, 67, 'Obscure'),(68, 77, 'Obscure')"
982,"auth louis vuitton monogram pochette dame clutch bag vintage 9j220010n ""","(5, 18, 'Brand'),(19, 27, 'Pattern'),(28, 36, 'Product Line'),(37, 41, 'Model'),(42, 48, 'Type'),(49, 52, 'Type'),(53, 60, 'No Tag'),(61, 70, 'MPN')"
990,"five pack black 40 "" woven garment bags breathable storage suits dresses travel","(5, 9, 'Obscure'),(10, 15, 'Color'),(16, 18, 'Obscure'),(27, 34, 'Obscure'),(35, 39, 'Obscure'),(40, 50, 'Obscure'),(51, 58, 'Obscure'),(59, 64, 'Obscure'),(65, 72, 'Obscure'),(73, 79, 'Obscure')"
1000,fendi zucca backpack bag coating canvas brown black gold hardware 8bz038 v-8250,"(0, 5, 'Brand'),(6, 11, 'Pattern'),(12, 20, 'Type'),(21, 24, 'Type'),(25, 39, 'Fabric Type'),(40, 45, 'Color'),(46, 51, 'Color'),(52, 56, 'Color'),(57, 65, 'No Tag'),(66, 72, 'MPN'),(36, 42, 'No Tag')"
1011,women fashion leather leopard print clutch handbag chain shoulder crossbody bag,"(0, 5, 'Department'),(6, 13, 'No Tag'),(14, 21, 'Material'),(22, 29, 'Pattern'),(30, 35, 'No Tag'),(36, 42, 'Type'),(43, 50, 'Type'),(51, 56, 'Handle/Strap Material'),(57, 65, 'Type'),(66, 75, 'Type'),(47, 50, 'Type')"
1022,- gucci tote bag leather browne total handle,"(0, 1, 'No Tag'),(2, 7, 'Brand'),(8, 12, 'Type'),(13, 16, 'Type'),(17, 24, 'Material'),(25, 31, 'Color'),(32, 44, 'Handle Style')"
1029,chanel chain shoulder bag calfskin leather felt green used women shw logo cc,"(0, 6, 'Brand'),(7, 12, 'Handle/Strap Material'),(13, 21, 'Type'),(22, 25, 'Type'),(26, 47, 'Material'),(48, 53, 'Color'),(54, 58, 'No Tag'),(59, 64, 'Department'),(65, 68, 'No Tag'),(69, 76, 'Accents')"
1039,valentino rockstud spike small shoulder bag - choose color,"(0, 9, 'Brand'),(10, 24, 'Accents'),(25, 30, 'Size'),(31, 39, 'Type'),(40, 43, 'Type'),(44, 45, 'No Tag'),(46, 52, 'No Tag'),(53, 58, 'No Tag')"
1047,louis vuitton my lockme bb light blue leather chain bag 100 % authentic,"(0, 13, 'Brand'),(14, 26, 'Model'),(27, 32, 'Color'),(33, 37, 'Color'),(38, 45, 'Material'),(46, 51, 'Handle/Strap Material'),(52, 55, 'Type'),(56, 59, 'No Tag'),(60, 61, 'No Tag'),(62, 71, 'No Tag')"
1057,givenchy parfums silver tote,"(0, 8, 'Brand'),(9, 16, 'Model'),(17, 23, 'Color'),(24, 28, 'Type')"
1061,furla rialto ladies large dark red grain leather hobo bag 977641,"(0, 5, 'Brand'),(6, 12, 'Model'),(13, 19, 'Department'),(20, 25, 'Size'),(26, 30, 'Color'),(31, 34, 'Color'),(35, 48, 'Material'),(49, 53, 'Type'),(54, 57, 'Type'),(58, 64, 'No Tag')"
1071,coach purse multi color signature c satin cross body #e 1076-f15187 authentic bag,"(0, 5, 'Brand'),(6, 11, 'Type'),(12, 17, 'Color'),(18, 23, 'Color'),(24, 35, 'Pattern'),(36, 41, 'Material'),(42, 52, 'Type'),(0, 2, 'No Tag'),(56, 67, 'No Tag'),(68, 77, 'No Tag'),(78, 81, 'Type')"
1082,louis vuitton speedy bandouliere 22 black gold chain handle crossbody bag m58631,"(0, 13, 'Brand'),(14, 20, 'Model'),(21, 32, 'Type'),(33, 35, 'Model'),(36, 41, 'Color'),(42, 46, 'Color'),(47, 52, 'Handle/Strap Material'),(53, 59, 'Handle Style'),(60, 69, 'Type'),(70, 73, 'Type'),(74, 80, 'MPN')"
1093,kate spade lilah laurel way black crossbody shoulder bag purse wkru3932 $ 379,"(0, 10, 'Brand'),(11, 27, 'Model'),(28, 33, 'Color'),(34, 43, 'Type'),(44, 52, 'Type'),(53, 56, 'Type'),(57, 62, 'Type'),(63, 71, 'MPN'),(72, 73, 'No Tag'),(74, 77, 'No Tag')"
1103,tignanello white / blue leather small messenger crossbody / shoulder bag purse,"(0, 10, 'Brand'),(11, 16, 'Color'),(17, 18, 'No Tag'),(19, 23, 'Color'),(24, 31, 'Material'),(32, 37, 'Size'),(38, 47, 'Type'),(48, 57, 'Type'),(17, 18, 'No Tag'),(60, 68, 'Type'),(69, 72, 'Type'),(73, 78, 'Type')"
1115,authentic fendi shoulder hand bag suede leather brown c3799,"(0, 9, 'No Tag'),(10, 15, 'Brand'),(16, 24, 'Type'),(25, 33, 'Type'),(34, 47, 'Material'),(48, 53, 'Color'),(54, 59, 'No Tag')"
1122,burberry leather haymarket tote toggle purse bag authentic red,"(0, 8, 'Brand'),(9, 16, 'Material'),(17, 26, 'Product Line'),(27, 31, 'Type'),(32, 38, 'Accents'),(39, 44, 'Type'),(45, 48, 'Type'),(49, 58, 'No Tag'),(59, 62, 'Color')"
1131,100 % authentic louis vuitton speedy 30 multicolor hand bag,"(0, 3, 'No Tag'),(4, 5, 'No Tag'),(6, 15, 'No Tag'),(16, 29, 'Brand'),(30, 39, 'Model'),(40, 50, 'Color'),(51, 59, 'Type')"
1138,chanel lady braid shopping tote quilted distressed lambskin medium,"(0, 6, 'Brand'),(7, 11, 'Department'),(12, 17, 'Fabric Type'),(18, 31, 'Type'),(32, 39, 'Accents'),(40, 50, 'Fabric Type'),(51, 59, 'Material'),(60, 66, 'Size')"
1146,justin west rhinestone buckle western floral scroll conceal carry handbag purse,"(0, 11, 'Brand'),(12, 22, 'Accents'),(23, 29, 'Closure'),(30, 37, 'Style'),(38, 44, 'Pattern'),(45, 51, 'No Tag'),(52, 65, 'Product Line'),(66, 73, 'Type'),(74, 79, 'Type')"
1155,elephant fabric woven handmade purse thai style colorful pattern animal charm,"(0, 8, 'Pattern'),(9, 15, 'Material'),(16, 21, 'Obscure'),(22, 30, 'Obscure'),(31, 36, 'Type'),(37, 41, 'Theme'),(42, 47, 'Obscure'),(48, 56, 'Obscure'),(57, 64, 'Obscure'),(65, 71, 'Pattern'),(72, 77, 'Obscure')"
1166,chanel shoulder bag black leather 1731367,"(0, 6, 'Brand'),(7, 15, 'Type'),(16, 19, 'Type'),(20, 25, 'Color'),(26, 33, 'Material'),(34, 41, 'No Tag')"
1172,auth gucci gg canvas shoulder bag canvas black red from japan 0828 * 2749,"(0, 4, 'No Tag'),(5, 10, 'Brand'),(11, 13, 'Brand'),(14, 20, 'Fabric Type'),(21, 29, 'Type'),(30, 33, 'Type'),(14, 20, 'Fabric Type'),(41, 46, 'Color'),(47, 50, 'Color'),(51, 55, 'No Tag'),(56, 61, 'No Tag'),(62, 66, 'Obscure'),(67, 68, 'Obscure'),(69, 73, 'Obscure')"
1186,❤ brahmin mini asher bali + wallet butter champagne gold tassel croc leather ❤,"(0, 1, 'No Tag'),(2, 9, 'Brand'),(10, 14, 'Size'),(15, 20, 'Model'),(21, 25, 'Style'),(26, 27, 'No Tag'),(28, 34, 'Type'),(35, 41, 'Color'),(42, 51, 'Color'),(52, 56, 'Color'),(57, 63, 'Accents'),(64, 68, 'Pattern'),(69, 76, 'Material'),(0, 1, 'No Tag')"
1200,authentic louis vuitton epi lussac shoulder bag yellow m52289 lv d6280,"(0, 9, 'No Tag'),(10, 23, 'Brand'),(24, 27, 'Material'),(28, 34, 'Model'),(35, 43, 'Type'),(44, 47, 'Type'),(48, 54, 'Color'),(55, 61, 'MPN'),(62, 64, 'Brand'),(65, 70, 'No Tag')"
1210,louis vuitton love lock heart keychain limited edition degrade monogram vernis,"(0, 13, 'Brand'),(14, 18, 'Theme'),(19, 23, 'Closure'),(24, 29, 'Style'),(30, 38, 'Accents'),(39, 46, 'No Tag'),(47, 54, 'No Tag'),(55, 62, 'Model'),(63, 71, 'Pattern'),(72, 78, 'Product Line')"
1220,authentic fendi zucca pattern shoulder bag coating canvas leather brown 05md919,"(0, 9, 'No Tag'),(10, 15, 'Brand'),(16, 21, 'Pattern'),(22, 29, 'No Tag'),(30, 38, 'Type'),(39, 42, 'Type'),(43, 57, 'Fabric Type'),(58, 65, 'Material'),(66, 71, 'Color'),(72, 79, 'MPN')"
1230,nwt tory burch black leather large thea triple zip satchel $ 495 - with strap,"(0, 3, 'No Tag'),(4, 14, 'Brand'),(15, 20, 'Color'),(21, 28, 'Material'),(29, 34, 'Size'),(35, 39, 'Model'),(40, 50, 'Closure'),(51, 58, 'Type'),(59, 60, 'No Tag'),(61, 64, 'No Tag'),(65, 66, 'No Tag'),(67, 71, 'No Tag'),(72, 77, 'Handle Style')"
1243,shiraleah womens purse geometric design teal taupe & brown handbag velvet flower,"(0, 9, 'Brand'),(10, 16, 'Department'),(17, 22, 'Type'),(23, 32, 'Pattern'),(33, 39, 'No Tag'),(40, 44, 'Color'),(45, 50, 'Color'),(51, 52, 'No Tag'),(53, 58, 'Color'),(59, 66, 'Type'),(67, 73, 'Material'),(74, 80, 'Pattern')"
1255,louis vuitton lv shoulder bag m41066 artsy mm black monogram empreinte 412790,"(0, 13, 'Brand'),(14, 16, 'Brand'),(17, 25, 'Type'),(26, 29, 'Type'),(30, 36, 'MPN'),(37, 45, 'Model'),(46, 51, 'Color'),(52, 60, 'Pattern'),(61, 70, 'Accents'),(71, 77, 'No Tag')"
1265,coach field 40 horse & carriage red tote bag nib sold out,"(0, 5, 'Brand'),(6, 14, 'Model'),(15, 31, 'Pattern'),(32, 35, 'Color'),(36, 40, 'Type'),(41, 44, 'Type'),(45, 48, 'No Tag'),(49, 53, 'No Tag'),(54, 57, 'No Tag')"
1274,no sticky ! louis vuitton saint cloud gm shoulder bag monogram bn m51242 77mi055,"(0, 2, 'No Tag'),(3, 9, 'No Tag'),(10, 11, 'No Tag'),(12, 25, 'Brand'),(26, 40, 'Model'),(41, 49, 'Type'),(50, 53, 'Type'),(54, 62, 'Pattern'),(63, 65, 'No Tag'),(66, 80, 'MPN')"
1284,kate spade new york robinson street zanni handbag,"(0, 19, 'Brand'),(20, 41, 'Model'),(42, 49, 'Type')"
1287,nwt botkier hugh satchel + tote metallic python calfskin,"(0, 3, 'No Tag'),(4, 11, 'Brand'),(12, 16, 'Size'),(17, 24, 'Type'),(25, 26, 'No Tag'),(27, 31, 'Type'),(32, 40, 'Color'),(41, 47, 'Pattern'),(48, 56, 'Material')"
1296,saks black / white / red beauty bag 13x9x2 inches with luggage tag,"(0, 4, 'Brand'),(5, 10, 'Color'),(11, 12, 'No Tag'),(13, 18, 'Color'),(11, 12, 'No Tag'),(21, 24, 'Color'),(25, 31, 'Type'),(32, 35, 'Type'),(36, 49, 'Measurement, dimension'),(50, 54, 'No Tag'),(55, 62, 'Type'),(63, 66, 'No Tag')"
1308,naturalizer belt bag wear-at-waist fanny pack purse red solid handbag small chop,"(0, 11, 'Brand'),(12, 16, 'Type'),(17, 20, 'Type'),(21, 34, 'Style'),(35, 45, 'Type'),(46, 51, 'Type'),(52, 55, 'Color'),(56, 61, 'No Tag'),(62, 69, 'Type'),(70, 75, 'Size'),(76, 80, 'No Tag')"
1319,marc by marc jacobs classic q baby groovee leather bag black gold sold out $ 358,"(0, 4, 'Product Line'),(5, 7, 'No Tag'),(0, 11, 'Brand'),(20, 34, 'Model'),(35, 42, 'No Tag'),(43, 50, 'Material'),(51, 54, 'Type'),(55, 60, 'Color'),(61, 65, 'Color'),(66, 70, 'No Tag'),(71, 74, 'No Tag'),(75, 76, 'No Tag'),(77, 80, 'No Tag')"
1332,nwt coach poppy placed glam tote coral khaki 19029 green $ 298 msrp w dust bag,"(0, 3, 'No Tag'),(4, 9, 'Brand'),(10, 27, 'Model'),(28, 32, 'Type'),(33, 38, 'Color'),(39, 44, 'Color'),(45, 50, 'MPN'),(51, 56, 'Color'),(57, 58, 'No Tag'),(59, 62, 'No Tag'),(63, 67, 'No Tag'),(1, 2, 'No Tag'),(70, 74, 'No Tag'),(75, 78, 'Type')"
1346,chanel matelasse double flap chain used shoulder bag black leather auth #ba 412 o,"(0, 6, 'Brand'),(7, 16, 'Pattern'),(17, 28, 'Type'),(29, 34, 'Handle/Strap Material'),(35, 39, 'No Tag'),(40, 48, 'Type'),(49, 52, 'Type'),(53, 58, 'Color'),(59, 66, 'Material'),(67, 71, 'No Tag'),(0, 3, 'No Tag'),(76, 79, 'No Tag'),(18, 19, 'No Tag')"
1359,zelris women spring floral butterfly two tone concealed tote purse wallet set,"(0, 6, 'Brand'),(7, 12, 'Department'),(13, 19, 'Theme'),(20, 26, 'Pattern'),(27, 36, 'Pattern'),(37, 40, 'No Tag'),(41, 45, 'No Tag'),(46, 55, 'Pocket Type'),(56, 60, 'Type'),(61, 66, 'Type'),(67, 73, 'Type'),(74, 77, 'No Tag')"
1371,unisex causal convertible ever backpack tote shoulder bag real cowhide leather,"(0, 6, 'Department'),(7, 13, 'Occasion'),(14, 25, 'Features'),(26, 30, 'No Tag'),(31, 39, 'Type'),(40, 44, 'Type'),(45, 53, 'Type'),(54, 57, 'Type'),(58, 62, 'No Tag'),(63, 78, 'Material')"
1381,celine logo horse carriage shoulder bag leather black gold-plated italy 81mq394,"(0, 6, 'Brand'),(7, 17, 'Accents'),(18, 26, 'Model'),(27, 35, 'Type'),(36, 39, 'Type'),(40, 47, 'Material'),(48, 53, 'Color'),(54, 65, 'Hardware Material'),(66, 71, 'Country/Region of Manufacture'),(72, 79, 'MPN')"
1391,louis vuitton black epi monceau 28 hand bag briefcase m52122 - yg01417,"(0, 13, 'Brand'),(14, 19, 'Color'),(20, 23, 'Material'),(24, 34, 'Model'),(35, 53, 'Type'),(54, 60, 'MPN'),(61, 62, 'No Tag'),(63, 70, 'No Tag')"
1399,louis vuitton damier ebene speedy 30 boston mm 869867,"(0, 13, 'Brand'),(14, 20, 'Product Line'),(21, 26, 'Color'),(27, 36, 'Model'),(37, 43, 'Type'),(44, 46, 'Model'),(47, 53, 'No Tag')"
1406,naraya cosmetic makeup bag with strap rabbit bunny pink new sealed,"(0, 6, 'Brand'),(7, 15, 'Type'),(16, 22, 'Type'),(23, 26, 'Type'),(27, 31, 'No Tag'),(32, 37, 'Obscure'),(38, 44, 'Pattern'),(45, 50, 'Pattern'),(51, 55, 'Color'),(56, 59, 'No Tag'),(60, 66, 'No Tag')"
1417,kipling black backpack,"(0, 7, 'Brand'),(8, 13, 'Color'),(14, 22, 'Type')"
1420,christian dior trotter canvas pouch pink pvc leather auth ar3939,"(0, 14, 'Brand'),(15, 22, 'Model'),(23, 29, 'Fabric Type'),(30, 35, 'Type'),(36, 40, 'Color'),(41, 52, 'Material'),(53, 57, 'No Tag'),(58, 64, 'No Tag')"
1428,laptop bag for women 15.6 inch waterproof laptop tote bag large leather computer,"(0, 6, 'No Tag'),(7, 10, 'Type'),(11, 14, 'No Tag'),(15, 20, 'Department'),(21, 30, 'Measurement, dimension'),(31, 41, 'Features'),(0, 6, 'No Tag'),(49, 53, 'Type'),(7, 10, 'Type'),(58, 63, 'Size'),(64, 71, 'Material'),(72, 80, 'No Tag')"
1440,lozodo women top handle satchel handbags shoulder bag tote purse,"(0, 6, 'Brand'),(7, 12, 'Department'),(13, 23, 'Handle Style'),(24, 31, 'Type'),(32, 40, 'Type'),(41, 49, 'Type'),(36, 39, 'Type'),(54, 58, 'Type'),(59, 64, 'Type')"
1449,louis vuitton sarria mini hand crossbody bag purse damier ebene n51286 a695,"(0, 13, 'Brand'),(14, 20, 'Model'),(21, 25, 'Size'),(26, 30, 'Type'),(31, 40, 'Type'),(41, 44, 'Type'),(45, 50, 'Type'),(51, 57, 'Product Line'),(58, 63, 'Color'),(64, 70, 'MPN'),(71, 75, 'No Tag')"
1460,new burberry tb red bright leather monogram logo bag,"(0, 3, 'No Tag'),(4, 12, 'Brand'),(13, 15, 'Model'),(16, 19, 'Color'),(20, 26, 'No Tag'),(27, 34, 'Material'),(35, 43, 'Pattern'),(44, 48, 'Accents'),(49, 52, 'Type')"
1469,auth louis vuitton m41064 pallas women monogram canvasxmonogram canvas handbag -,"(0, 4, 'No Tag'),(5, 18, 'Brand'),(19, 25, 'MPN'),(26, 32, 'Product Line'),(33, 38, 'Department'),(39, 47, 'Pattern'),(48, 63, 'No Tag'),(48, 54, 'Fabric Type'),(71, 78, 'Type'),(79, 80, 'No Tag')"
1479,converse one star indigo blue distressed canvas 11 x 12 slouchy tote handbag,"(0, 8, 'Brand'),(9, 17, 'Model'),(18, 24, 'Color'),(25, 29, 'Color'),(30, 47, 'Fabric Type'),(48, 50, 'Measurement, dimension'),(51, 52, 'No Tag'),(53, 55, 'Measurement, dimension'),(56, 63, 'Style'),(64, 68, 'Type'),(69, 76, 'Type')"
1490,gucci mlb convertible belt bag printed satin with applique,"(0, 5, 'Brand'),(6, 9, 'Model'),(10, 21, 'Features'),(22, 26, 'Type'),(27, 30, 'Type'),(31, 38, 'Features'),(39, 44, 'Material'),(45, 49, 'No Tag'),(50, 58, 'Accents')"
1499,new michael kors studio mercer large leather satchel crossbody tote black bag,"(0, 3, 'No Tag'),(4, 16, 'Brand'),(17, 30, 'Model'),(31, 36, 'Size'),(37, 44, 'Material'),(45, 52, 'Type'),(53, 62, 'Type'),(63, 67, 'Type'),(68, 73, 'Color'),(74, 77, 'Type')"
1509,1000 % auth chanel classic mini square 7 chevron pearly grey caviar shw bag,"(0, 4, 'No Tag'),(5, 6, 'No Tag'),(7, 11, 'No Tag'),(12, 18, 'Brand'),(19, 26, 'Model'),(27, 31, 'Size'),(32, 38, 'Type'),(39, 40, 'No Tag'),(41, 48, 'Pattern'),(49, 55, 'Color'),(56, 60, 'Color'),(61, 67, 'Product Line'),(68, 71, 'No Tag'),(72, 75, 'Type')"
1523,celine macadam pattern drawstring cross body shoulder bag purse brown pvc 39520,"(0, 6, 'Brand'),(7, 14, 'Pattern'),(15, 22, 'No Tag'),(23, 33, 'Closure'),(34, 44, 'Type'),(45, 53, 'Type'),(54, 57, 'Type'),(58, 63, 'Type'),(64, 69, 'Color'),(70, 73, 'Material'),(74, 79, 'No Tag')"
1534,"crossbody women 's handbag , purse , black , girls purse","(0, 9, 'Type'),(10, 18, 'Department'),(19, 26, 'Type'),(27, 28, 'No Tag'),(29, 34, 'Type'),(27, 28, 'No Tag'),(37, 42, 'Color'),(27, 28, 'No Tag'),(45, 50, 'Department'),(29, 34, 'Type')"
1544,gucci dionysus bag leather small,"(0, 5, 'Brand'),(6, 14, 'Model'),(15, 18, 'Type'),(19, 26, 'Material'),(27, 32, 'Size')"
1549,japanese cute plush backpack sweet cos bag gift lolita handbag embroidery new,"(0, 8, 'Country/Region of Manufacture'),(9, 13, 'No Tag'),(14, 19, 'Accents'),(20, 28, 'Type'),(29, 34, 'No Tag'),(35, 38, 'No Tag'),(39, 42, 'Type'),(43, 47, 'No Tag'),(48, 54, 'Theme'),(55, 62, 'Type'),(63, 73, 'Accents'),(74, 77, 'No Tag')"
1561,authentic chanel black lambskin cambon 31 rue leather tote bag,"(0, 9, 'No Tag'),(10, 16, 'Brand'),(17, 22, 'Color'),(23, 31, 'Material'),(32, 38, 'Product Line'),(39, 45, 'Product Line'),(46, 53, 'Material'),(54, 58, 'Type'),(59, 62, 'Type')"
1570,beaded brocade chenille chic pink small handbag purse velvet chain strap nw / ot,"(0, 14, 'Accents'),(15, 23, 'Material'),(24, 28, 'No Tag'),(29, 33, 'Color'),(34, 39, 'Size'),(40, 47, 'Type'),(48, 53, 'Type'),(54, 60, 'Material'),(61, 66, 'Handle/Strap Material'),(67, 72, 'Handle Style'),(73, 75, 'No Tag'),(76, 77, 'No Tag'),(78, 80, 'No Tag')"
1583,louis vuittons handbags crossbody,"(0, 14, 'Brand'),(15, 23, 'Type'),(24, 33, 'Type')"
1586,burberry women 's small black patent leather toggle button shoulder bag ( u180,"(0, 8, 'Brand'),(9, 17, 'Department'),(18, 23, 'Size'),(24, 29, 'Color'),(30, 44, 'Material'),(45, 51, 'Accents'),(52, 58, 'Closure'),(59, 67, 'Type'),(68, 71, 'Type'),(72, 73, 'No Tag'),(74, 78, 'No Tag')"
1597,2019 new bottega veneta leather micro intrecciato tote bag color block,"(0, 4, 'No Tag'),(5, 8, 'No Tag'),(9, 23, 'Brand'),(24, 31, 'Material'),(32, 37, 'Size'),(38, 49, 'Pattern'),(50, 54, 'Type'),(55, 58, 'Type'),(59, 64, 'No Tag'),(65, 70, 'No Tag')"
1607,gucci bamboo line 2way hand bag black leather italy vintage a41412j,"(0, 5, 'Brand'),(6, 12, 'Product Line'),(13, 17, 'No Tag'),(18, 22, 'Features'),(23, 31, 'Type'),(32, 37, 'Color'),(38, 45, 'Material'),(46, 51, 'Country/Region of Manufacture'),(52, 59, 'No Tag'),(60, 67, 'No Tag')"
1617,louis vuitton alma bb rayures red purple vernis handbag - receipt-excellent !!,"(0, 13, 'Brand'),(14, 29, 'Model'),(30, 33, 'Color'),(34, 40, 'Color'),(41, 47, 'Product Line'),(48, 55, 'Type'),(56, 57, 'No Tag'),(58, 75, 'No Tag'),(0, 2, 'No Tag')"
1626,authentic gucci marmot gg with lion head limited bag,"(0, 9, 'No Tag'),(10, 15, 'Brand'),(16, 22, 'Model'),(23, 25, 'Brand'),(26, 30, 'No Tag'),(31, 40, 'Accents'),(41, 48, 'No Tag'),(49, 52, 'Type')"
1634,authentic louis vuitton idylle ballade pm leather handbag monogram logo purse,"(0, 9, 'No Tag'),(10, 23, 'Brand'),(24, 41, 'Model'),(42, 49, 'Material'),(50, 57, 'Type'),(58, 66, 'Pattern'),(67, 71, 'Accents'),(72, 77, 'Type')"
1642,auth louis vuitton bobby shoulder bag monogram glace leather bn m46520 89mi349,"(0, 4, 'No Tag'),(5, 18, 'Brand'),(19, 24, 'Model'),(25, 33, 'Type'),(34, 37, 'Type'),(38, 46, 'Pattern'),(47, 52, 'Color'),(53, 60, 'Material'),(61, 63, 'No Tag'),(64, 78, 'MPN')"
1652,❤ coach rogue 25 small leather brass / taupe crossbody,"(0, 1, 'No Tag'),(2, 7, 'Brand'),(8, 16, 'Model'),(17, 22, 'Size'),(23, 30, 'Material'),(31, 36, 'Hardware Material'),(37, 38, 'No Tag'),(39, 44, 'Color'),(45, 54, 'Type')"
1661,louis vuitton france authentic w pm noir veau cachemere leather tote handbag,"(0, 13, 'Brand'),(14, 20, 'Country/Region of Manufacture'),(21, 30, 'No Tag'),(31, 32, 'No Tag'),(33, 35, 'Model'),(36, 40, 'Color'),(41, 45, 'Color'),(46, 63, 'Material'),(64, 68, 'Type'),(69, 76, 'Type')"
1671,authentic louis vuitton monogram keepall 45 boston bag m41428 lv e6055,"(0, 9, 'No Tag'),(10, 23, 'Brand'),(24, 32, 'Pattern'),(33, 40, 'Product Line'),(41, 43, 'Model'),(44, 50, 'Type'),(51, 54, 'Type'),(55, 61, 'MPN'),(62, 64, 'Brand'),(65, 70, 'MPN')"
1681,100 % authentic louis vuitton on my side,"(0, 3, 'No Tag'),(4, 5, 'No Tag'),(6, 15, 'No Tag'),(16, 29, 'Brand'),(27, 37, 'Model')"
1686,louis vuitton zipped tote limited edition monogram glaze canvas,"(0, 13, 'Brand'),(14, 20, 'Closure'),(21, 25, 'Type'),(26, 33, 'No Tag'),(34, 41, 'No Tag'),(42, 50, 'Pattern'),(51, 63, 'Fabric Type')"
